Index,Name,Full_Name,Intensity,Space,Hemi,Region,ICN,R,A,S
1,LH_VisCent_ExStr_1,LH_VisCent_ExStr_1,1,MNI,L,cortex,VisCent,-26,-76,-14
2,LH_VisCent_ExStr_2,LH_VisCent_ExStr_2,2,MNI,L,cortex,VisCent,-26,-96,-4
3,LH_VisCent_ExStr_3,LH_VisCent_ExStr_3,3,MNI,L,cortex,VisCent,-6,-92,-2
4,LH_VisCent_ExStr_4,LH_VisCent_ExStr_4,4,MNI,L,cortex,VisCent,-26,-88,20
5,LH_VisPeri_ExStrInf_1,LH_VisPeri_ExStrInf_1,5,MNI,L,cortex,VisPeri,-18,-60,-6
6,LH_VisPeri_ExStrInf_2,LH_VisPeri_ExStrInf_2,6,MNI,L,cortex,VisPeri,-12,-66,6
7,LH_VisPeri_ExStrInf_3,LH_VisPeri_ExStrInf_3,7,MNI,L,cortex,VisPeri,-6,-82,26
8,LH_SomMotA_1,LH_SomMotA_1,8,MNI,L,cortex,SomMotA,-40,-22,58
9,LH_SomMotA_2,LH_SomMotA_2,9,MNI,L,cortex,SomMotA,-6,-28,70
10,LH_SomMotB_Aud_1,LH_SomMotB_Aud_1,10,MNI,L,cortex,SomMotB,-54,-22,8
11,LH_SomMotB_Aud_2,LH_SomMotB_Aud_2,11,MNI,L,cortex,SomMotB,-36,-22,16
12,LH_SomMotB_Aud_3,LH_SomMotB_Aud_3,12,MNI,L,cortex,SomMotB,-54,-12,14
13,LH_SomMotB_Aud_4,LH_SomMotB_Aud_4,13,MNI,L,cortex,SomMotB,-54,-8,34
14,LH_DorsAttnA_SPL_1,LH_DorsAttnA_SPL_1,14,MNI,L,cortex,DorsAttnA,-46,-58,-12
15,LH_DorsAttnA_SPL_2,LH_DorsAttnA_SPL_2,15,MNI,L,cortex,DorsAttnA,-48,-70,10
16,LH_DorsAttnA_SPL_3,LH_DorsAttnA_SPL_3,16,MNI,L,cortex,DorsAttnA,-24,-68,50
