Index,Name,Full_Name,Intensity,Space,Hemi,Region,ICN,R,A,S
1,LH_Vis_1,LH_Vis_1,1,T1w,L,cortex,Vis,-26,-34,-18
2,LH_Vis_2,LH_Vis_2,2,T1w,L,cortex,Vis,-26,-76,-14
3,LH_Vis_3,LH_Vis_3,3,T1w,L,cortex,Vis,-18,-60,-6
4,LH_Vis_4,LH_Vis_4,4,T1w,L,cortex,Vis,-26,-96,-4
5,LH_Vis_5,LH_Vis_5,5,T1w,L,cortex,Vis,-6,-92,-2
6,LH_Vis_6,LH_Vis_6,6,T1w,L,cortex,Vis,-12,-66,6
7,LH_Vis_7,LH_Vis_7,7,T1w,L,cortex,Vis,-48,-70,10
8,LH_Vis_8,LH_Vis_8,8,T1w,L,cortex,Vis,-26,-88,20
9,LH_Vis_9,LH_Vis_9,9,T1w,L,cortex,Vis,-6,-82,26
10,LH_SomMot_1,LH_SomMot_1,10,T1w,L,cortex,SomMot,-54,-22,8
11,LH_SomMot_2,LH_SomMot_2,11,T1w,L,cortex,SomMot,-36,-22,16
12,LH_SomMot_3,LH_SomMot_3,12,T1w,L,cortex,SomMot,-54,-12,14
13,LH_SomMot_4,LH_SomMot_4,13,T1w,L,cortex,SomMot,-54,-8,34
14,LH_SomMot_5,LH_SomMot_5,14,T1w,L,cortex,SomMot,-40,-22,58
15,LH_SomMot_6,LH_SomMot_6,15,T1w,L,cortex,SomMot,-6,-28,70
16,LH_DorsAttn_Post_1,LH_DorsAttn_Post_1,16,T1w,L,cortex,DorsAttn,-46,-58,-12
17,LH_DorsAttn_Post_2,LH_DorsAttn_Post_2,17,T1w,L,cortex,DorsAttn,-58,-24,38
18,LH_DorsAttn_Post_3,LH_DorsAttn_Post_3,18,T1w,L,cortex,DorsAttn,-24,-68,50
19,LH_DorsAttn_Post_4,LH_DorsAttn_Post_4,19,T1w,L,cortex,DorsAttn,-42,-34,48
20,LH_DorsAttn_Post_5,LH_DorsAttn_Post_5,20,T1w,L,cortex,DorsAttn,-6,-60,56
21,LH_DorsAttn_Post_6,LH_DorsAttn_Post_6,21,T1w,L,cortex,DorsAttn,-22,-50,66
22,LH_DorsAttn_PrCv_1,LH_DorsAttn_PrCv_1,22,T1w,L,cortex,DorsAttn,-48,6,28
23,LH_DorsAttn_FEF_1,LH_DorsAttn_FEF_1,23,T1w,L,cortex,DorsAttn,-26,-4,60
24,LH_SalVentAttn_ParOper_1,LH_SalVentAttn_ParOper_1,24,T1w,L,cortex,SalVentAttn,-58,-38,30
25,LH_SalVentAttn_FrOperIns_1,LH_SalVentAttn_FrOperIns_1,25,T1w,L,cortex,SalVentAttn,-42,-2,-6
26,LH_SalVentAttn_FrOperIns_2,LH_SalVentAttn_FrOperIns_2,26,T1w,L,cortex,SalVentAttn,-38,12,6
27,LH_SalVentAttn_PFCl_1,LH_SalVentAttn_PFCl_1,27,T1w,L,cortex,SalVentAttn,-30,44,30
28,LH_SalVentAttn_Med_1,LH_SalVentAttn_Med_1,28,T1w,L,cortex,SalVentAttn,-6,20,34
29,LH_SalVentAttn_Med_2,LH_SalVentAttn_Med_2,29,T1w,L,cortex,SalVentAttn,-12,-34,46
30,LH_SalVentAttn_Med_3,LH_SalVentAttn_Med_3,30,T1w,L,cortex,SalVentAttn,-6,4,62
31,LH_Limbic_OFC_1,LH_Limbic_OFC_1,31,T1w,L,cortex,Limbic,-14,32,-20
32,LH_Limbic_TempPole_1,LH_Limbic_TempPole_1,32,T1w,L,cortex,Limbic,-32,2,-38
33,LH_Limbic_TempPole_2,LH_Limbic_TempPole_2,33,T1w,L,cortex,Limbic,-58,-32,-22
34,LH_Cont_Par_1,LH_Cont_Par_1,34,T1w,L,cortex,Cont,-38,-52,46
35,LH_Cont_PFCl_1,LH_Cont_PFCl_1,35,T1w,L,cortex,Cont,-44,32,20
36,LH_Cont_pCun_1,LH_Cont_pCun_1,36,T1w,L,cortex,Cont,-10,-74,38
37,LH_Cont_Cing_1,LH_Cont_Cing_1,37,T1w,L,cortex,Cont,-4,-26,34
38,LH_Default_Temp_1,LH_Default_Temp_1,38,T1w,L,cortex,Default,-56,-4,-20
39,LH_Default_Temp_2,LH_Default_Temp_2,39,T1w,L,cortex,Default,-58,-32,-2
40,LH_Default_Par_1,LH_Default_Par_1,40,T1w,L,cortex,Default,-58,-50,12
41,LH_Default_Par_2,LH_Default_Par_2,41,T1w,L,cortex,Default,-48,-64,36
42,LH_Default_PFC_1,LH_Default_PFC_1,42,T1w,L,cortex,Default,-34,22,-10
43,LH_Default_PFC_2,LH_Default_PFC_2,43,T1w,L,cortex,Default,-46,34,-4
44,LH_Default_PFC_3,LH_Default_PFC_3,44,T1w,L,cortex,Default,-6,46,0
45,LH_Default_PFC_4,LH_Default_PFC_4,45,T1w,L,cortex,Default,-24,60,-2
46,LH_Default_PFC_5,LH_Default_PFC_5,46,T1w,L,cortex,Default,-8,48,42
47,LH_Default_PFC_6,LH_Default_PFC_6,47,T1w,L,cortex,Default,-40,14,48
48,LH_Default_PFC_7,LH_Default_PFC_7,48,T1w,L,cortex,Default,-26,20,52
49,LH_Default_pCunPCC_1,LH_Default_pCunPCC_1,49,T1w,L,cortex,Default,-12,-56,12
50,LH_Default_pCunPCC_2,LH_Default_pCunPCC_2,50,T1w,L,cortex,Default,-6,-52,34
51,RH_Vis_1,RH_Vis_1,51,T1w,R,cortex,Vis,32,-32,-22
52,RH_Vis_2,RH_Vis_2,52,T1w,R,cortex,Vis,28,-66,-12
53,RH_Vis_3,RH_Vis_3,53,T1w,R,cortex,Vis,50,-60,-10
54,RH_Vis_4,RH_Vis_4,54,T1w,R,cortex,Vis,22,-96,-4
55,RH_Vis_5,RH_Vis_5,55,T1w,R,cortex,Vis,8,-76,6
