Index,Name,Full_Name,Intensity,Space,Hemi,Region,ICN,R,A,S
1,LH_Vis_1,LH_Vis_1,1,T1w,L,cortex,Vis,-32,-42,-20
2,LH_Vis_2,LH_Vis_2,2,T1w,L,cortex,Vis,-30,-32,-18
3,LH_Vis_3,LH_Vis_3,3,T1w,L,cortex,Vis,-36,-62,-16
4,LH_Vis_4,LH_Vis_4,4,T1w,L,cortex,Vis,-24,-54,-8
5,LH_Vis_5,LH_Vis_5,5,T1w,L,cortex,Vis,-24,-72,-10
6,LH_Vis_6,LH_Vis_6,6,T1w,L,cortex,Vis,-36,-82,-16
7,LH_Vis_7,LH_Vis_7,7,T1w,L,cortex,Vis,-18,-38,-12
8,LH_Vis_8,LH_Vis_8,8,T1w,L,cortex,Vis,-46,-70,-8
9,LH_Vis_9,LH_Vis_9,9,T1w,L,cortex,Vis,-16,-86,-16
10,LH_Vis_10,LH_Vis_10,10,T1w,L,cortex,Vis,-12,-62,-4
11,LH_Vis_11,LH_Vis_11,11,T1w,L,cortex,Vis,-6,-76,-6
12,LH_Vis_12,LH_Vis_12,12,T1w,L,cortex,Vis,-24,-96,-12
13,LH_Vis_13,LH_Vis_13,13,T1w,L,cortex,Vis,-14,-44,-6
14,LH_Vis_14,LH_Vis_14,14,T1w,L,cortex,Vis,-42,-86,-4
15,LH_Vis_15,LH_Vis_15,15,T1w,L,cortex,Vis,-8,-98,-8
16,LH_Vis_16,LH_Vis_16,16,T1w,L,cortex,Vis,-14,-56,2
17,LH_Vis_17,LH_Vis_17,17,T1w,L,cortex,Vis,-46,-74,6
18,LH_Vis_18,LH_Vis_18,18,T1w,L,cortex,Vis,-4,-88,2
19,LH_Vis_19,LH_Vis_19,19,T1w,L,cortex,Vis,-24,-96,6
20,LH_Vis_20,LH_Vis_20,20,T1w,L,cortex,Vis,-14,-48,4
21,LH_Vis_21,LH_Vis_21,21,T1w,L,cortex,Vis,-8,-74,10
22,LH_Vis_22,LH_Vis_22,22,T1w,L,cortex,Vis,-18,-64,6
23,LH_Vis_23,LH_Vis_23,23,T1w,L,cortex,Vis,-40,-84,14
24,LH_Vis_24,LH_Vis_24,24,T1w,L,cortex,Vis,-10,-96,18
25,LH_Vis_25,LH_Vis_25,25,T1w,L,cortex,Vis,-2,-84,24
26,LH_Vis_26,LH_Vis_26,26,T1w,L,cortex,Vis,-12,-72,20
27,LH_Vis_27,LH_Vis_27,27,T1w,L,cortex,Vis,-26,-84,22
28,LH_Vis_28,LH_Vis_28,28,T1w,L,cortex,Vis,-32,-84,26
29,LH_Vis_29,LH_Vis_29,29,T1w,L,cortex,Vis,-16,-88,34
30,LH_Vis_30,LH_Vis_30,30,T1w,L,cortex,Vis,-12,-82,36
31,LH_Vis_31,LH_Vis_31,31,T1w,L,cortex,Vis,-22,-78,44
32,LH_SomMot_1,LH_SomMot_1,32,T1w,L,cortex,SomMot,-50,-10,0
33,LH_SomMot_2,LH_SomMot_2,33,T1w,L,cortex,SomMot,-56,-22,8
34,LH_SomMot_3,LH_SomMot_3,34,T1w,L,cortex,SomMot,-36,-24,10
35,LH_SomMot_4,LH_SomMot_4,35,T1w,L,cortex,SomMot,-38,-8,12
36,LH_SomMot_5,LH_SomMot_5,36,T1w,L,cortex,SomMot,-36,-26,18
37,LH_SomMot_6,LH_SomMot_6,37,T1w,L,cortex,SomMot,-58,-36,16
38,LH_SomMot_7,LH_SomMot_7,38,T1w,L,cortex,SomMot,-40,-36,14
39,LH_SomMot_8,LH_SomMot_8,39,T1w,L,cortex,SomMot,-48,-12,14
40,LH_SomMot_9,LH_SomMot_9,40,T1w,L,cortex,SomMot,-60,-2,10
41,LH_SomMot_10,LH_SomMot_10,41,T1w,L,cortex,SomMot,-48,-24,18
42,LH_SomMot_11,LH_SomMot_11,42,T1w,L,cortex,SomMot,-62,-18,20
43,LH_SomMot_12,LH_SomMot_12,43,T1w,L,cortex,SomMot,-60,-2,24
44,LH_SomMot_13,LH_SomMot_13,44,T1w,L,cortex,SomMot,-62,-10,32
45,LH_SomMot_14,LH_SomMot_14,45,T1w,L,cortex,SomMot,-54,-8,30
46,LH_SomMot_15,LH_SomMot_15,46,T1w,L,cortex,SomMot,-54,-20,40
47,LH_SomMot_16,LH_SomMot_16,47,T1w,L,cortex,SomMot,-52,-6,44
48,LH_SomMot_17,LH_SomMot_17,48,T1w,L,cortex,SomMot,-48,-16,40
49,LH_SomMot_18,LH_SomMot_18,49,T1w,L,cortex,SomMot,-8,-16,48
50,LH_SomMot_19,LH_SomMot_19,50,T1w,L,cortex,SomMot,-40,-14,48
51,LH_SomMot_20,LH_SomMot_20,51,T1w,L,cortex,SomMot,-48,-18,54
52,LH_SomMot_21,LH_SomMot_21,52,T1w,L,cortex,SomMot,-48,-30,58
53,LH_SomMot_22,LH_SomMot_22,53,T1w,L,cortex,SomMot,-38,-24,52
54,LH_SomMot_23,LH_SomMot_23,54,T1w,L,cortex,SomMot,-8,-38,54
55,LH_SomMot_24,LH_SomMot_24,55,T1w,L,cortex,SomMot,-4,-24,56
56,LH_SomMot_25,LH_SomMot_25,56,T1w,L,cortex,SomMot,-4,-8,60
57,LH_SomMot_26,LH_SomMot_26,57,T1w,L,cortex,SomMot,-36,-20,64
58,LH_SomMot_27,LH_SomMot_27,58,T1w,L,cortex,SomMot,-30,-46,62
59,LH_SomMot_28,LH_SomMot_28,59,T1w,L,cortex,SomMot,-32,-30,62
60,LH_SomMot_29,LH_SomMot_29,60,T1w,L,cortex,SomMot,-30,-38,66
61,LH_SomMot_30,LH_SomMot_30,61,T1w,L,cortex,SomMot,-24,-10,64
62,LH_SomMot_31,LH_SomMot_31,62,T1w,L,cortex,SomMot,-20,-24,66
63,LH_SomMot_32,LH_SomMot_32,63,T1w,L,cortex,SomMot,-8,-42,70
64,LH_SomMot_33,LH_SomMot_33,64,T1w,L,cortex,SomMot,-4,-26,68
65,LH_SomMot_34,LH_SomMot_34,65,T1w,L,cortex,SomMot,-14,-12,72
66,LH_SomMot_35,LH_SomMot_35,66,T1w,L,cortex,SomMot,-18,-32,68
67,LH_SomMot_36,LH_SomMot_36,67,T1w,L,cortex,SomMot,-18,-40,72
68,LH_SomMot_37,LH_SomMot_37,68,T1w,L,cortex,SomMot,-12,-26,74
69,LH_DorsAttn_Post_1,LH_DorsAttn_Post_1,69,T1w,L,cortex,DorsAttn,-44,-42,-22
70,LH_DorsAttn_Post_2,LH_DorsAttn_Post_2,70,T1w,L,cortex,DorsAttn,-48,-56,-16
71,LH_DorsAttn_Post_3,LH_DorsAttn_Post_3,71,T1w,L,cortex,DorsAttn,-56,-62,0
72,LH_DorsAttn_Post_4,LH_DorsAttn_Post_4,72,T1w,L,cortex,DorsAttn,-48,-66,16
73,LH_DorsAttn_Post_5,LH_DorsAttn_Post_5,73,T1w,L,cortex,DorsAttn,-26,-70,30
74,LH_DorsAttn_Post_6,LH_DorsAttn_Post_6,74,T1w,L,cortex,DorsAttn,-54,-32,44
75,LH_DorsAttn_Post_7,LH_DorsAttn_Post_7,75,T1w,L,cortex,DorsAttn,-22,-66,46
76,LH_DorsAttn_Post_8,LH_DorsAttn_Post_8,76,T1w,L,cortex,DorsAttn,-46,-30,44
77,LH_DorsAttn_Post_9,LH_DorsAttn_Post_9,77,T1w,L,cortex,DorsAttn,-34,-46,40
78,LH_DorsAttn_Post_10,LH_DorsAttn_Post_10,78,T1w,L,cortex,DorsAttn,-28,-58,50
79,LH_DorsAttn_Post_11,LH_DorsAttn_Post_11,79,T1w,L,cortex,DorsAttn,-38,-38,50
80,LH_DorsAttn_Post_12,LH_DorsAttn_Post_12,80,T1w,L,cortex,DorsAttn,-36,-52,56
81,LH_DorsAttn_Post_13,LH_DorsAttn_Post_13,81,T1w,L,cortex,DorsAttn,-14,-70,58
82,LH_DorsAttn_Post_14,LH_DorsAttn_Post_14,82,T1w,L,cortex,DorsAttn,-28,-62,62
83,LH_DorsAttn_Post_15,LH_DorsAttn_Post_15,83,T1w,L,cortex,DorsAttn,-8,-58,64
84,LH_DorsAttn_Post_16,LH_DorsAttn_Post_16,84,T1w,L,cortex,DorsAttn,-20,-56,66
85,LH_DorsAttn_Post_17,LH_DorsAttn_Post_17,85,T1w,L,cortex,DorsAttn,-14,-50,72
86,LH_DorsAttn_FEF_1,LH_DorsAttn_FEF_1,86,T1w,L,cortex,DorsAttn,-40,-2,52
87,LH_DorsAttn_FEF_2,LH_DorsAttn_FEF_2,87,T1w,L,cortex,DorsAttn,-26,0,56
88,LH_DorsAttn_FEF_3,LH_DorsAttn_FEF_3,88,T1w,L,cortex,DorsAttn,-30,-8,52
89,LH_DorsAttn_FEF_4,LH_DorsAttn_FEF_4,89,T1w,L,cortex,DorsAttn,-22,6,64
90,LH_DorsAttn_PrCv_1,LH_DorsAttn_PrCv_1,90,T1w,L,cortex,DorsAttn,-50,6,26
91,LH_DorsAttn_PrCv_2,LH_DorsAttn_PrCv_2,91,T1w,L,cortex,DorsAttn,-50,2,38
92,LH_SalVentAttn_ParOper_1,LH_SalVentAttn_ParOper_1,92,T1w,L,cortex,SalVentAttn,-54,-32,22
93,LH_SalVentAttn_ParOper_2,LH_SalVentAttn_ParOper_2,93,T1w,L,cortex,SalVentAttn,-58,-44,28
94,LH_SalVentAttn_ParOper_3,LH_SalVentAttn_ParOper_3,94,T1w,L,cortex,SalVentAttn,-62,-24,32
95,LH_SalVentAttn_ParOper_4,LH_SalVentAttn_ParOper_4,95,T1w,L,cortex,SalVentAttn,-62,-36,34
96,LH_SalVentAttn_TempOcc_1,LH_SalVentAttn_TempOcc_1,96,T1w,L,cortex,SalVentAttn,-58,-54,10
97,LH_SalVentAttn_FrOper_1,LH_SalVentAttn_FrOper_1,97,T1w,L,cortex,SalVentAttn,-44,6,-16
98,LH_SalVentAttn_FrOper_2,LH_SalVentAttn_FrOper_2,98,T1w,L,cortex,SalVentAttn,-38,2,-4
99,LH_SalVentAttn_FrOper_3,LH_SalVentAttn_FrOper_3,99,T1w,L,cortex,SalVentAttn,-32,24,0
100,LH_SalVentAttn_FrOper_4,LH_SalVentAttn_FrOper_4,100,T1w,L,cortex,SalVentAttn,-40,-14,-2
101,LH_SalVentAttn_FrOper_5,LH_SalVentAttn_FrOper_5,101,T1w,L,cortex,SalVentAttn,-32,18,8
