Index,Name,Full_Name,Intensity,Space,Hemi,Region,ICN,R,A,S
1,LH_VisCent_ExStr_1,LH_VisCent_ExStr_1,1,T1w,L,cortex,VisCent,-36,-62,-16
2,LH_VisCent_ExStr_2,LH_VisCent_ExStr_2,2,T1w,L,cortex,VisCent,-24,-72,-10
3,LH_VisCent_ExStr_3,LH_VisCent_ExStr_3,3,T1w,L,cortex,VisCent,-36,-82,-16
4,LH_VisCent_ExStr_4,LH_VisCent_ExStr_4,4,T1w,L,cortex,VisCent,-16,-86,-16
5,LH_VisCent_ExStr_5,LH_VisCent_ExStr_5,5,T1w,L,cortex,VisCent,-24,-96,-12
6,LH_VisCent_ExStr_6,LH_VisCent_ExStr_6,6,T1w,L,cortex,VisCent,-42,-86,-4
7,LH_VisCent_ExStr_7,LH_VisCent_ExStr_7,7,T1w,L,cortex,VisCent,-8,-98,-8
8,LH_VisCent_ExStr_8,LH_VisCent_ExStr_8,8,T1w,L,cortex,VisCent,-46,-74,6
9,LH_VisCent_ExStr_9,LH_VisCent_ExStr_9,9,T1w,L,cortex,VisCent,-24,-96,6
10,LH_VisCent_ExStr_10,LH_VisCent_ExStr_10,10,T1w,L,cortex,VisCent,-40,-84,14
11,LH_VisCent_ExStr_11,LH_VisCent_ExStr_11,11,T1w,L,cortex,VisCent,-10,-96,18
12,LH_VisCent_ExStr_12,LH_VisCent_ExStr_12,12,T1w,L,cortex,VisCent,-26,-84,22
13,LH_VisPeri_ExStrSup_1,LH_VisPeri_ExStrSup_1,13,T1w,L,cortex,VisPeri,-24,-54,-8
14,LH_VisPeri_ExStrSup_2,LH_VisPeri_ExStrSup_2,14,T1w,L,cortex,VisPeri,-12,-62,-4
15,LH_VisPeri_ExStrSup_3,LH_VisPeri_ExStrSup_3,15,T1w,L,cortex,VisPeri,-6,-76,-6
16,LH_VisPeri_ExStrSup_4,LH_VisPeri_ExStrSup_4,16,T1w,L,cortex,VisPeri,-14,-44,-6
17,LH_VisPeri_ExStrSup_5,LH_VisPeri_ExStrSup_5,17,T1w,L,cortex,VisPeri,-14,-56,2
18,LH_VisPeri_ExStrSup_6,LH_VisPeri_ExStrSup_6,18,T1w,L,cortex,VisPeri,-4,-88,2
19,LH_VisPeri_ExStrSup_7,LH_VisPeri_ExStrSup_7,19,T1w,L,cortex,VisPeri,-8,-74,10
20,LH_VisPeri_ExStrSup_8,LH_VisPeri_ExStrSup_8,20,T1w,L,cortex,VisPeri,-18,-64,6
21,LH_VisPeri_ExStrSup_9,LH_VisPeri_ExStrSup_9,21,T1w,L,cortex,VisPeri,-2,-84,24
22,LH_VisPeri_ExStrSup_10,LH_VisPeri_ExStrSup_10,22,T1w,L,cortex,VisPeri,-12,-72,20
23,LH_VisPeri_ExStrSup_11,LH_VisPeri_ExStrSup_11,23,T1w,L,cortex,VisPeri,-16,-88,34
24,LH_VisPeri_ExStrSup_12,LH_VisPeri_ExStrSup_12,24,T1w,L,cortex,VisPeri,-12,-82,36
25,LH_SomMotA_1,LH_SomMotA_1,25,T1w,L,cortex,SomMotA,-8,-16,48
26,LH_SomMotA_2,LH_SomMotA_2,26,T1w,L,cortex,SomMotA,-40,-14,48
